"","OBJECTID","PO_NAME","ZIP_CODE","Negative","Positive","Probable","Additional_Tracking","Positive_Redacted","Negative_Redacted"
"1",227,"Alum Bank","15521",26,-1,0,NA,NA,NA
"2",228,"Bedford","15522",132,-1,-1,NA,NA,NA
"3",229,"Berlin","15530",84,-1,-1,NA,NA,NA
"4",230,"Boswell","15531",62,0,0,NA,NA,NA
"5",231,"Breezewood","15533",15,0,0,NA,NA,NA
"6",232,"Buffalo Mills","15534",-1,0,0,NA,NA,NA
"7",233,"Clearville","15535",21,0,0,NA,NA,NA
"8",234,"Crystal Spring","15536",10,-1,0,NA,NA,NA
"9",235,"Everett","15537",104,-1,0,NA,NA,NA
"10",236,"Fairhope","15538",10,0,0,NA,NA,NA
"11",237,"Fishertown","15539",7,0,0,NA,NA,NA
"12",239,"Friedens","15541",59,-1,-1,NA,NA,NA
"13",240,"Garrett","15542",17,0,0,NA,NA,NA
"14",241,"Hyndman","15545",11,-1,0,NA,NA,NA
"15",242,"Jenners","15546",8,0,0,NA,NA,NA
"16",243,"Manns Choice","15550",20,0,0,NA,NA,NA
"17",245,"Meyersdale","15552",103,-1,-1,NA,NA,NA
"18",246,"New Paris","15554",31,-1,-1,NA,NA,NA
"19",247,"Quecreek","15555",0,0,0,NA,NA,NA
"20",249,"Salisbury","15558",21,0,0,NA,NA,NA
"21",250,"Schellsburg","15559",20,-1,0,NA,NA,NA
"22",251,"Springs","15562",-1,0,0,NA,NA,NA
"23",252,"Stoystown","15563",47,-1,-1,NA,NA,NA
"24",253,"Wellersburg","15564",-1,0,0,NA,NA,NA
"25",309,"Indiana","15705",-1,0,0,NA,NA,NA
"26",310,"Anita","15711",-1,0,0,NA,NA,NA
"27",312,"Northern Cambria","15714",121,0,0,NA,NA,NA
"28",313,"Black Lick","15716",-1,-1,0,NA,NA,NA
"29",315,"Brush Valley","15720",-1,0,0,NA,NA,NA
"30",316,"Burnside","15721",-1,0,0,NA,NA,NA
"31",317,"Carrolltown","15722",40,0,0,NA,NA,NA
"32",318,"Cherry Tree","15724",24,-1,0,NA,NA,NA
"33",320,"Clymer","15728",15,0,-1,NA,NA,NA
"34",321,"Commodore","15729",7,0,0,NA,NA,NA
"35",322,"Coolspring","15730",0,0,0,NA,NA,NA
"36",324,"Ernest","15739",0,0,0,NA,NA,NA
"37",325,"Glen Campbell","15742",-1,-1,0,NA,NA,NA
"38",326,"Hamilton","15744",0,0,0,NA,NA,NA
"39",329,"Josephine","15750",-1,-1,0,NA,NA,NA
"40",330,"La Jose","15753",-1,0,0,NA,NA,NA
"41",331,"Mahaffey","15757",-1,0,0,NA,NA,NA
"42",332,"Marchand","15758",0,0,0,NA,NA,NA
"43",333,"Marion Center","15759",13,-1,0,NA,NA,NA
"44",334,"Marsteller","15760",-1,-1,0,NA,NA,NA
"45",335,"Nicktown","15762",19,0,0,NA,NA,NA
"46",336,"Northpoint","15763",0,0,0,NA,NA,NA
"47",337,"Oliveburg","15764",-1,0,0,NA,NA,NA
"48",338,"Penn Run","15765",6,-1,0,NA,NA,NA
"49",339,"Punxsutawney","15767",107,-1,0,NA,NA,NA
"50",340,"Ringgold","15770",-1,0,0,NA,NA,NA
"51",341,"Rochester Mills","15771",-1,-1,0,NA,NA,NA
"52",342,"Rossiter","15772",12,-1,-1,NA,NA,NA
"53",343,"Saint Benedict","15773",5,0,0,NA,NA,NA
"54",345,"Spangler","15775",0,0,0,NA,NA,NA
"55",346,"Sprankle Mills","15776",-1,0,0,NA,NA,NA
"56",347,"Starford","15777",-1,0,0,NA,NA,NA
"57",348,"Timblin","15778",-1,0,0,NA,NA,NA
"58",349,"Valier","15780",-1,0,0,NA,NA,NA
"59",350,"Worthville","15784",-1,0,0,NA,NA,NA
"60",351,"Du Bois","15801",213,-1,-1,NA,NA,NA
"61",352,"Benezett","15821",-1,0,0,NA,NA,NA
"62",353,"Brockport","15823",9,0,0,NA,NA,NA
"63",354,"Brockway","15824",46,0,0,NA,NA,NA
"64",355,"Brookville","15825",119,-1,0,NA,NA,NA
"65",356,"Byrnedale","15827",-1,0,0,NA,NA,NA
"66",357,"Clarington","15828",-1,-1,0,NA,NA,NA
"67",358,"Corsica","15829",17,0,0,NA,NA,NA
"68",359,"Driftwood","15832",7,0,0,NA,NA,NA
"69",360,"Emporium","15834",107,-1,0,NA,NA,NA
"70",361,"Falls Creek","15840",21,0,0,NA,NA,NA
"71",362,"Johnsonburg","15845",27,0,0,NA,NA,NA
"72",363,"Kersey","15846",24,-1,0,NA,NA,NA
"73",364,"Luthersburg","15848",9,0,0,NA,NA,NA
"74",365,"Penfield","15849",9,0,0,NA,NA,NA
"75",366,"Reynoldsville","15851",57,-1,-1,NA,NA,NA
"76",367,"Ridgway","15853",80,-1,-1,NA,NA,NA
"77",368,"Rockton","15856",6,-1,0,NA,NA,NA
"78",369,"Saint Marys","15857",105,-1,-1,NA,NA,NA
"79",370,"Sigel","15860",13,0,0,NA,NA,NA
"80",371,"Sinnamahoning","15861",-1,0,0,NA,NA,NA
"81",372,"Summerville","15864",25,-1,0,NA,NA,NA
"82",373,"Sykesville","15865",14,0,0,NA,NA,NA
"83",374,"Troutville","15866",-1,0,0,NA,NA,NA
"84",375,"Weedville","15868",16,0,0,NA,NA,NA
"85",376,"Wilcox","15870",6,0,0,NA,NA,NA
"86",377,"Johnstown","15901",135,-1,0,NA,NA,NA
"87",378,"Johnstown","15902",328,-1,-1,NA,NA,NA
"88",379,"Johnstown","15904",368,-1,-1,NA,NA,NA
"89",380,"Johnstown","15905",488,-1,-1,NA,NA,NA
"90",381,"Johnstown","15906",254,-1,-1,NA,NA,NA
"91",382,"Johnstown","15909",116,-1,0,NA,NA,NA
"92",383,"Armagh","15920",21,-1,0,NA,NA,NA
"93",385,"Cairnbrook","15924",25,-1,0,NA,NA,NA
"94",386,"Central City","15926",56,-1,0,NA,NA,NA
"95",387,"Colver","15927",20,-1,-1,NA,NA,NA
"96",388,"Davidsville","15928",39,0,0,NA,NA,NA
"97",389,"Ebensburg","15931",187,-1,0,NA,NA,NA
"98",390,"Elton","15934",7,-1,0,NA,NA,NA
"99",391,"Hollsopple","15935",52,0,-1,NA,NA,NA
"100",392,"Hooversville","15936",24,0,0,NA,NA,NA
"101",393,"Lilly","15938",52,0,-1,NA,NA,NA
"102",394,"Loretto","15940",24,0,0,NA,NA,NA
"103",395,"Mineral Point","15942",43,-1,0,NA,NA,NA
"104",396,"Nanty Glo","15943",104,-1,0,NA,NA,NA
"105",397,"New Florence","15944",53,-1,0,NA,NA,NA
"106",398,"Parkhill","15945",-1,0,0,NA,NA,NA
"107",399,"Portage","15946",148,-1,-1,NA,NA,NA
"108",400,"Robinson","15949",6,0,0,NA,NA,NA
"109",401,"Saint Michael","15951",16,-1,0,NA,NA,NA
"110",402,"Salix","15952",28,0,0,NA,NA,NA
"111",403,"Seanor","15953",0,0,0,NA,NA,NA
"112",404,"Seward","15954",39,-1,0,NA,NA,NA
"113",405,"Sidman","15955",32,0,0,NA,NA,NA
"114",406,"South Fork","15956",63,0,0,NA,NA,NA
"115",407,"Strongstown","15957",6,0,0,NA,NA,NA
"116",408,"Summerhill","15958",32,-1,0,NA,NA,NA
"117",409,"Twin Rocks","15960",14,0,0,NA,NA,NA
"118",410,"Vintondale","15961",25,0,0,NA,NA,NA
"119",411,"Windber","15963",245,0,0,NA,NA,NA
"120",414,"Boyers","16020",12,-1,0,NA,NA,NA
"121",415,"Bruin","16022",6,0,0,NA,NA,NA
"122",417,"Chicora","16025",79,-1,0,NA,NA,NA
"123",419,"East Brady","16028",22,0,0,NA,NA,NA
"124",420,"Eau Claire","16030",-1,0,0,NA,NA,NA
"125",423,"Foxburg","16036",0,0,0,NA,NA,NA
"126",425,"Harrisville","16038",38,-1,0,NA,NA,NA
"127",426,"Hilliards","16040",9,0,0,NA,NA,NA
"128",427,"Karns City","16041",23,-1,0,NA,NA,NA
"129",430,"Parker","16049",27,11,0,NA,NA,NA
"130",431,"Petrolia","16050",20,0,0,NA,NA,NA
"131",432,"Portersville","16051",34,-1,0,NA,NA,NA
"132",437,"Slippery Rock","16057",126,6,-1,NA,NA,NA
"133",439,"West Sunbury","16061",44,-1,-1,NA,NA,NA
"134",442,"New Castle","16101",424,23,0,NA,NA,NA
"135",443,"New Castle","16102",62,-1,-1,NA,NA,NA
"136",444,"New Castle","16105",175,13,0,NA,NA,NA
"137",445,"Adamsville","16110",-1,0,0,NA,NA,NA
"138",446,"Atlantic","16111",7,0,0,NA,NA,NA
"139",447,"Bessemer","16112",18,-1,0,NA,NA,NA
"140",448,"Clarks Mills","16114",-1,0,0,NA,NA,NA
"141",450,"Edinburg","16116",31,-1,-1,NA,NA,NA
"142",453,"Farrell","16121",61,26,-1,NA,NA,NA
"143",455,"Fredonia","16124",7,-1,0,NA,NA,NA
"144",456,"Greenville","16125",273,-1,0,NA,NA,NA
"145",457,"Grove City","16127",75,9,-1,NA,NA,NA
"146",458,"Hadley","16130",14,0,0,NA,NA,NA
"147",459,"Hartstown","16131",-1,-1,0,NA,NA,NA
"148",460,"Jackson Center","16133",12,-1,0,NA,NA,NA
"149",461,"Jamestown","16134",30,0,0,NA,NA,NA
"150",463,"Mercer","16137",108,8,-1,NA,NA,NA
"151",465,"New Wilmington","16142",110,-1,0,NA,NA,NA
"152",466,"Pulaski","16143",25,-1,0,NA,NA,NA
"153",467,"Sandy Lake","16145",16,0,0,NA,NA,NA
"154",468,"Sharon","16146",123,19,-1,NA,NA,NA
"155",469,"Hermitage","16148",159,13,-1,NA,NA,NA
"156",470,"Sharpsville","16150",66,5,0,NA,NA,NA
"157",471,"Stoneboro","16153",11,0,0,NA,NA,NA
"158",472,"Transfer","16154",25,0,0,NA,NA,NA
"159",473,"Volant","16156",22,-1,0,NA,NA,NA
"160",475,"West Middlesex","16159",44,-1,0,NA,NA,NA
"161",476,"New Wilmington","16172",0,0,0,NA,NA,NA
"162",480,"Callensburg","16213",0,0,0,NA,NA,NA
"163",481,"Clarion","16214",73,-1,0,NA,NA,NA
"164",482,"Cooksburg","16217",-1,0,0,NA,NA,NA
"165",483,"Cowansville","16218",15,-1,0,NA,NA,NA
"166",485,"Fairmount City","16224",12,0,0,NA,NA,NA
"167",486,"Fisher","16225",0,0,0,NA,NA,NA
"168",490,"Knox","16232",44,-1,0,NA,NA,NA
"169",491,"Leeper","16233",10,-1,0,NA,NA,NA
"170",492,"Limestone","16234",-1,0,0,NA,NA,NA
"171",493,"Lucinda","16235",7,0,0,NA,NA,NA
"172",495,"Marienville","16239",41,-1,-1,NA,NA,NA
"173",496,"Mayport","16240",14,-1,0,NA,NA,NA
"174",497,"New Bethlehem","16242",72,-1,0,NA,NA,NA
"175",498,"Rimersburg","16248",30,-1,0,NA,NA,NA
"176",500,"Seminole","16253",-1,0,0,NA,NA,NA
"177",501,"Shippenville","16254",36,-1,0,NA,NA,NA
"178",502,"Sligo","16255",15,-1,0,NA,NA,NA
"179",504,"Strattanville","16258",21,-1,0,NA,NA,NA
"180",506,"Vowinckel","16260",-1,0,0,NA,NA,NA
"181",509,"Oil City","16301",104,0,0,NA,NA,NA
"182",510,"Carlton","16311",-1,0,0,NA,NA,NA
"183",511,"Clarendon","16313",16,0,0,NA,NA,NA
"184",512,"Cochranton","16314",31,-1,-1,NA,NA,NA
"185",513,"Conneaut Lake","16316",26,0,0,NA,NA,NA
"186",514,"Cooperstown","16317",13,-1,0,NA,NA,NA
"187",515,"Cranberry","16319",15,0,0,NA,NA,NA
"188",516,"East Hickory","16321",-1,0,0,NA,NA,NA
"189",517,"Franklin","16323",107,-1,-1,NA,NA,NA
"190",518,"Fryburg","16326",-1,-1,0,NA,NA,NA
"191",519,"Guys Mills","16327",11,-1,0,NA,NA,NA
"192",520,"Irvine","16329",-1,0,0,NA,NA,NA
"193",521,"Kossuth","16331",0,0,0,NA,NA,NA
"194",522,"Lickingville","16332",-1,0,0,NA,NA,NA
"195",523,"Ludlow","16333",8,0,0,NA,NA,NA
"196",524,"Marble","16334",-1,-1,0,NA,NA,NA
"197",525,"Meadville","16335",170,-1,-1,NA,NA,NA
"198",526,"Pittsfield","16340",14,0,0,NA,NA,NA
"199",527,"Pleasantville","16341",17,0,0,NA,NA,NA
"200",528,"Polk","16342",17,0,0,NA,NA,NA
"201",529,"Russell","16345",21,0,0,NA,NA,NA
"202",530,"Seneca","16346",18,-1,0,NA,NA,NA
"203",531,"Sheffield","16347",18,0,0,NA,NA,NA
"204",532,"Sugar Grove","16350",9,0,0,NA,NA,NA
"205",533,"Tidioute","16351",14,0,0,NA,NA,NA
"206",534,"Tionesta","16353",16,-1,0,NA,NA,NA
"207",535,"Titusville","16354",81,-1,0,NA,NA,NA
"208",536,"Townville","16360",7,0,0,NA,NA,NA
"209",537,"Utica","16362",6,0,0,NA,NA,NA
"210",538,"Venus","16364",10,0,0,NA,NA,NA
"211",539,"Warren","16365",149,-1,0,NA,NA,NA
"212",540,"Youngsville","16371",33,0,0,NA,NA,NA
"213",541,"Clintonville","16372",5,0,0,NA,NA,NA
"214",542,"Emlenton","16373",20,-1,0,NA,NA,NA
"215",543,"Kennerdell","16374",13,0,0,NA,NA,NA
"216",544,"Albion","16401",40,0,0,NA,NA,NA
"217",545,"Bear Lake","16402",-1,0,0,NA,NA,NA
"218",546,"Cambridge Springs","16403",127,0,0,NA,NA,NA
"219",547,"Centerville","16404",17,0,0,NA,NA,NA
"220",548,"Columbus","16405",-1,0,0,NA,NA,NA
"221",549,"Conneautville","16406",26,-1,0,NA,NA,NA
"222",550,"Corry","16407",109,-1,0,NA,NA,NA
"223",551,"Cranesville","16410",18,0,0,NA,NA,NA
"224",552,"East Springfield","16411",15,0,0,NA,NA,NA
"225",553,"Edinboro","16412",76,5,-1,NA,NA,NA
"226",554,"Fairview","16415",119,-1,-1,NA,NA,NA
"227",555,"Girard","16417",98,5,0,NA,NA,NA
"228",556,"Grand Valley","16420",6,0,0,NA,NA,NA
"229",557,"Harborcreek","16421",27,0,0,NA,NA,NA
"230",558,"Lake City","16423",43,-1,0,NA,NA,NA
"231",559,"Linesville","16424",17,-1,0,NA,NA,NA
"232",560,"Mc Kean","16426",38,0,0,NA,NA,NA
"233",561,"North East","16428",117,9,0,NA,NA,NA
"234",562,"North Springfield","16430",0,0,0,NA,NA,NA
"235",563,"Saegertown","16433",66,0,0,NA,NA,NA
"236",564,"Spartansburg","16434",18,-1,0,NA,NA,NA
"237",565,"Springboro","16435",12,0,0,NA,NA,NA
"238",566,"Spring Creek","16436",5,0,0,NA,NA,NA
"239",567,"Union City","16438",78,-1,-1,NA,NA,NA
"240",568,"Venango","16440",-1,-1,-1,NA,NA,NA
"241",569,"Waterford","16441",89,-1,0,NA,NA,NA
"242",570,"Wattsburg","16442",32,0,0,NA,NA,NA
"243",571,"West Springfield","16443",15,0,0,NA,NA,NA
"244",572,"Edinboro","16444",0,0,0,NA,NA,NA
"245",573,"Erie","16501",32,-1,0,NA,NA,NA
"246",574,"Erie","16502",215,7,5,NA,NA,NA
"247",575,"Erie","16503",184,24,6,NA,NA,NA
"248",576,"Erie","16504",250,17,-1,NA,NA,NA
"249",577,"Erie","16505",218,6,-1,NA,NA,NA
"250",578,"Erie","16506",300,10,-1,NA,NA,NA
"251",579,"Erie","16507",119,5,-1,NA,NA,NA
"252",580,"Erie","16508",249,8,-1,NA,NA,NA
"253",581,"Erie","16509",393,14,-1,NA,NA,NA
"254",582,"Erie","16510",320,22,-1,NA,NA,NA
"255",583,"Erie","16511",161,13,-1,NA,NA,NA
"256",584,"Erie","16565",-1,0,0,NA,NA,NA
"257",585,"Altoona","16601",445,15,-1,NA,NA,NA
"258",586,"Altoona","16602",422,11,-1,NA,NA,NA
"259",587,"Alexandria","16611",24,-1,0,NA,NA,NA
"260",588,"Ashville","16613",22,0,0,NA,NA,NA
"261",589,"Beccaria","16616",-1,-1,-1,NA,NA,NA
"262",590,"Bellwood","16617",36,-1,0,NA,NA,NA
"263",591,"Brisbin","16620",-1,0,0,NA,NA,NA
"264",592,"Broad Top","16621",12,0,0,NA,NA,NA
"265",593,"Calvin","16622",-1,-1,0,NA,NA,NA
"266",594,"Cassville","16623",14,0,0,NA,NA,NA
"267",595,"Claysburg","16625",43,0,0,NA,NA,NA
"268",596,"Coalport","16627",28,-1,0,NA,NA,NA
"269",597,"Cresson","16630",62,-1,0,NA,NA,NA
"270",598,"Dudley","16634",5,0,0,NA,NA,NA
"271",599,"Duncansville","16635",161,-1,0,NA,NA,NA
"272",600,"Dysart","16636",9,-1,0,NA,NA,NA
"273",601,"East Freedom","16637",33,-1,0,NA,NA,NA
"274",602,"Fallentimber","16639",9,0,0,NA,NA,NA
"275",603,"Flinton","16640",14,-1,0,NA,NA,NA
"276",604,"Gallitzin","16641",37,0,0,NA,NA,NA
"277",605,"Glen Hope","16645",-1,0,0,NA,NA,NA
"278",606,"Hastings","16646",63,-1,0,NA,NA,NA
"279",607,"Hesston","16647",5,0,0,NA,NA,NA
"280",608,"Hollidaysburg","16648",227,-1,0,NA,NA,NA
"281",609,"Hopewell","16650",34,-1,0,NA,NA,NA
"282",610,"Houtzdale","16651",32,-1,-1,NA,NA,NA
"283",611,"Huntingdon","16652",287,34,-1,NA,NA,NA
"284",612,"Imler","16655",18,-1,0,NA,NA,NA
"285",613,"Irvona","16656",17,0,0,NA,NA,NA
"286",614,"James Creek","16657",20,-1,0,NA,NA,NA
"287",615,"Loysburg","16659",-1,0,0,NA,NA,NA
"288",616,"Madera","16661",8,0,0,NA,NA,NA
"289",617,"Martinsburg","16662",66,0,0,NA,NA,NA
"290",618,"New Enterprise","16664",15,-1,0,NA,NA,NA
"291",619,"Osceola Mills","16666",33,-1,0,NA,NA,NA
"292",620,"Osterburg","16667",15,6,0,NA,NA,NA
"293",621,"Patton","16668",53,-1,-1,NA,NA,NA
"294",622,"Petersburg","16669",23,-1,-1,NA,NA,NA
"295",623,"Queen","16670",5,0,0,NA,NA,NA
"296",624,"Ramey","16671",-1,0,0,NA,NA,NA
"297",625,"Roaring Spring","16673",57,0,0,NA,NA,NA
"298",626,"Robertsdale","16674",7,0,0,NA,NA,NA
"299",627,"Saxton","16678",33,-1,0,NA,NA,NA
"300",628,"Six Mile Run","16679",7,0,0,NA,NA,NA
"301",629,"Smithmill","16680",5,0,0,NA,NA,NA
"302",630,"Sproul","16682",-1,0,0,NA,NA,NA
"303",631,"Spruce Creek","16683",5,0,0,NA,NA,NA
"304",632,"Todd","16685",0,0,0,NA,NA,NA
"305",633,"Tyrone","16686",189,6,0,NA,NA,NA
"306",634,"Waterfall","16689",-1,-1,0,NA,NA,NA
"307",635,"Wells Tannery","16691",-1,0,0,NA,NA,NA
"308",636,"Westover","16692",20,-1,0,NA,NA,NA
"309",637,"Williamsburg","16693",58,-1,0,NA,NA,NA
"310",638,"Woodbury","16695",10,0,0,NA,NA,NA
"311",639,"Bradford","16701",234,0,-1,NA,NA,NA
"312",640,"Austin","16720",11,0,0,NA,NA,NA
"313",641,"Crosby","16724",0,0,0,NA,NA,NA
"314",642,"Cyclone","16726",-1,0,0,NA,NA,NA
"315",643,"Derrick City","16727",5,0,0,NA,NA,NA
"316",644,"Duke Center","16729",8,0,-1,NA,NA,NA
"317",645,"Eldred","16731",32,0,0,NA,NA,NA
"318",646,"Gifford","16732",10,0,0,NA,NA,NA
"319",647,"James City","16734",-1,0,0,NA,NA,NA
"320",648,"Kane","16735",42,7,-1,NA,NA,NA
"321",649,"Lewis Run","16738",12,0,0,NA,NA,NA
"322",650,"Mount Jewett","16740",11,0,0,NA,NA,NA
"323",651,"Port Allegany","16743",38,0,0,NA,NA,NA
"324",652,"Rew","16744",6,0,0,NA,NA,NA
"325",653,"Rixford","16745",8,0,0,NA,NA,NA
"326",654,"Roulette","16746",7,-1,0,NA,NA,NA
"327",655,"Shinglehouse","16748",22,0,0,NA,NA,NA
"328",656,"Smethport","16749",48,0,0,NA,NA,NA
"329",657,"Turtlepoint","16750",0,0,0,NA,NA,NA
"330",658,"State College","16801",388,31,-1,NA,NA,NA
"331",659,"University Park","16802",14,0,0,NA,NA,NA
"332",660,"State College","16803",232,21,0,NA,NA,NA
"333",661,"Aaronsburg","16820",13,0,0,NA,NA,NA
"334",662,"Allport","16821",5,0,0,NA,NA,NA
"335",663,"Beech Creek","16822",31,-1,0,NA,NA,NA
"336",664,"Bellefonte","16823",498,39,-1,NA,NA,NA
"337",665,"Boalsburg","16827",67,9,0,NA,NA,NA
"338",666,"Centre Hall","16828",51,-1,-1,NA,NA,NA
"339",667,"Clarence","16829",11,0,0,NA,NA,NA
"340",668,"Clearfield","16830",164,6,0,NA,NA,NA
"341",669,"Coburn","16832",8,0,0,NA,NA,NA
"342",670,"Curwensville","16833",46,0,0,NA,NA,NA
"343",671,"Frenchville","16836",10,0,0,NA,NA,NA
"344",672,"Glen Richey","16837",-1,0,0,NA,NA,NA
"345",673,"Grampian","16838",23,0,0,NA,NA,NA
"346",674,"Grassflat","16839",6,-1,0,NA,NA,NA
"347",675,"Hawk Run","16840",-1,0,0,NA,NA,NA
"348",676,"Howard","16841",54,-1,0,NA,NA,NA
"349",677,"Julian","16844",36,-1,0,NA,NA,NA
"350",678,"Karthaus","16845",54,0,0,NA,NA,NA
"351",679,"Lecontes Mills","16850",-1,0,0,NA,NA,NA
"352",680,"Madisonburg","16852",-1,-1,0,NA,NA,NA
"353",681,"Millheim","16854",15,0,0,NA,NA,NA
"354",682,"Morrisdale","16858",42,-1,0,NA,NA,NA
"355",683,"Moshannon","16859",13,0,0,NA,NA,NA
"356",684,"Munson","16860",-1,-1,-1,NA,NA,NA
"357",685,"New Millport","16861",-1,0,0,NA,NA,NA
"358",686,"Olanta","16863",8,0,0,NA,NA,NA
"359",687,"Orviston","16864",-1,0,0,NA,NA,NA
"360",688,"Pennsylvania Furnace","16865",20,0,0,NA,NA,NA
"361",689,"Philipsburg","16866",98,-1,0,NA,NA,NA
"362",690,"Port Matilda","16870",85,8,0,NA,NA,NA
"363",691,"Pottersdale","16871",-1,0,0,NA,NA,NA
"364",692,"Rebersburg","16872",9,0,0,NA,NA,NA
"365",693,"Snow Shoe","16874",22,0,0,NA,NA,NA
"366",694,"Spring Mills","16875",30,0,0,NA,NA,NA
"367",695,"Wallaceton","16876",-1,0,0,NA,NA,NA
"368",696,"Warriors Mark","16877",14,0,0,NA,NA,NA
"369",697,"West Decatur","16878",22,-1,0,NA,NA,NA
"370",698,"Winburne","16879",-1,0,0,NA,NA,NA
"371",699,"Woodland","16881",18,0,0,NA,NA,NA
"372",700,"Woodward","16882",-1,0,0,NA,NA,NA
"373",701,"Wellsboro","16901",108,-1,0,NA,NA,NA
"374",702,"Blossburg","16912",22,0,0,NA,NA,NA
"375",703,"Columbia Cross Roads","16914",41,-1,0,NA,NA,NA
"376",704,"Coudersport","16915",34,-1,0,NA,NA,NA
"377",705,"Covington","16917",12,-1,0,NA,NA,NA
"378",706,"Elkland","16920",25,-1,0,NA,NA,NA
"379",707,"Gaines","16921",-1,0,0,NA,NA,NA
"380",708,"Galeton","16922",15,0,0,NA,NA,NA
"381",709,"Genesee","16923",6,0,0,NA,NA,NA
"382",710,"Gillett","16925",47,-1,0,NA,NA,NA
"383",711,"Granville Summit","16926",5,0,0,NA,NA,NA
"384",712,"Harrison Valley","16927",-1,0,0,NA,NA,NA
"385",713,"Knoxville","16928",12,0,0,NA,NA,NA
"386",714,"Lawrenceville","16929",20,-1,0,NA,NA,NA
"387",715,"Liberty","16930",6,-1,0,NA,NA,NA
"388",716,"Mainesburg","16932",7,0,0,NA,NA,NA
"389",717,"Mansfield","16933",67,-1,-1,NA,NA,NA
"390",718,"Middlebury Center","16935",10,0,0,NA,NA,NA
"391",719,"Millerton","16936",23,-1,0,NA,NA,NA
"392",720,"Mills","16937",-1,0,0,NA,NA,NA
"393",721,"Morris","16938",7,0,0,NA,NA,NA
"394",722,"Morris Run","16939",-1,0,0,NA,NA,NA
"395",723,"Nelson","16940",-1,0,0,NA,NA,NA
"396",724,"Genesee","16941",-1,0,0,NA,NA,NA
"397",725,"Osceola","16942",12,0,0,NA,NA,NA
"398",726,"Sabinsville","16943",-1,0,0,NA,NA,NA
"399",727,"Tioga","16946",21,-1,0,NA,NA,NA
"400",728,"Troy","16947",65,-1,0,NA,NA,NA
"401",729,"Ulysses","16948",14,0,0,NA,NA,NA
"402",730,"Westfield","16950",44,0,0,NA,NA,NA
"403",731,"Allensville","17002",8,0,0,NA,NA,NA
"404",732,"Annville","17003",187,27,5,NA,NA,NA
"405",733,"Belleville","17004",33,-1,0,NA,NA,NA
"406",734,"Berrysburg","17005",-1,-1,0,NA,NA,NA
"407",735,"Blain","17006",8,0,0,NA,NA,NA
"408",736,"Boiling Springs","17007",66,-1,-1,NA,NA,NA
"409",737,"Burnham","17009",46,-1,0,NA,NA,NA
"410",738,"Camp Hill","17011",520,126,-1,NA,NA,NA
"411",739,"Carlisle","17013",581,82,-1,NA,NA,NA
"412",740,"Cocolamus","17014",-1,0,0,NA,NA,NA
"413",741,"Carlisle","17015",258,28,-1,NA,NA,NA
