"","attributes.OBJECTID","attributes.PO_NAME","attributes.ZIP_CODE","attributes.Negative","attributes.Positive","attributes.Probable","attributes.Additional_Tracking","attributes.Positive_Redacted","attributes.Negative_Redacted"
"961",1289,Chalfont,18914, 335, 48,-1,NA,NA,NA
"962",1290,Colmar,18915,  22,  5, 0,NA,NA,NA
"963",1291,Dublin,18917,  31,  9, 0,NA,NA,NA
"964",1292,Erwinna,18920,  -1,  0, 0,NA,NA,NA
"965",1293,Fountainville,18923,  13, -1,-1,NA,NA,NA
"966",1294,Furlong,18925,  71, 19,-1,NA,NA,NA
"967",1295,Hilltown,18927,  -1,  0, 0,NA,NA,NA
"968",1296,Jamison,18929, 136, 34,-1,NA,NA,NA
"969",1297,Kintnersville,18930,  32, -1, 0,NA,NA,NA
"970",1298,Line Lexington,18932,  12,  0, 0,NA,NA,NA
"971",1299,Lumberville,18933,  -1,  0, 0,NA,NA,NA
"972",1300,Mechanicsville,18934,  -1, -1, 0,NA,NA,NA
"973",1301,Montgomeryville,18936,   6, 32, 0,NA,NA,NA
"974",1302,New Hope,18938, 143, 38,-1,NA,NA,NA
"975",1303,Newtown,18940, 271,121,11,NA,NA,NA
"976",1304,Ottsville,18942,  44,  5, 0,NA,NA,NA
"977",1305,Perkasie,18944, 329, 45,-1,NA,NA,NA
"978",1306,Pipersville,18947,  60, 17,-1,NA,NA,NA
"979",1307,Quakertown,18951, 645,119, 5,NA,NA,NA
"980",1308,Richboro,18954, 141, 46,-1,NA,NA,NA
"981",1309,Richlandtown,18955,  41, -1, 0,NA,NA,NA
"982",1310,Sellersville,18960, 184, 52, 0,NA,NA,NA
"983",1311,Souderton,18964, 190, 67,-1,NA,NA,NA
"984",1312,Southampton,18966, 534,176,11,NA,NA,NA
"985",1313,Telford,18969, 233, 74,-1,NA,NA,NA
"986",1314,Upper Black Eddy,18972,  36,  5, 0,NA,NA,NA
"987",1315,Warminster,18974, 678,175,19,NA,NA,NA
"988",1316,Warrington,18976, 380,128, 6,NA,NA,NA
"989",1317,Washington Crossing,18977,  35, 10,-1,NA,NA,NA
"990",1318,Abington,19001, 376,104, 0,NA,NA,NA
"991",1319,Ambler,19002, 664,204, 0,NA,NA,NA
"992",1320,Ardmore,19003, 281, 57, 0,NA,NA,NA
"993",1321,Bala Cynwyd,19004, 277, 58, 0,NA,NA,NA
"994",1322,Huntingdon Valley,19006, 418,120,-1,NA,NA,NA
"995",1323,Bristol,19007, 277,170,10,NA,NA,NA
"996",1324,Broomall,19008, 353,156,-1,NA,NA,NA
"997",1325,Bryn Athyn,19009,  10,  0, 0,NA,NA,NA
"998",1326,Bryn Mawr,19010, 445,116, 0,NA,NA,NA
"999",1327,Cheltenham,19012, 149, 52, 0,NA,NA,NA
"1000",1328,Chester,19013, 377,234,-1,NA,NA,NA
"1001",1329,Aston,19014, 287,100, 0,NA,NA,NA
"1002",1330,Brookhaven,19015, 222, 99, 0,NA,NA,NA
"1003",1331,Clifton Heights,19018, 396,151,-1,NA,NA,NA
"1004",1332,Bensalem,19020, 895,334, 9,NA,NA,NA
"1005",1333,Croydon,19021, 128, 50,-1,NA,NA,NA
"1006",1334,Crum Lynne,19022,  60, 23,-1,NA,NA,NA
"1007",1335,Darby,19023, 378,324,-1,NA,NA,NA
"1008",1336,Dresher,19025, 136, 18, 0,NA,NA,NA
"1009",1337,Drexel Hill,19026, 559,200,-1,NA,NA,NA
"1010",1338,Elkins Park,19027, 444,142, 0,NA,NA,NA
"1011",1339,Essington,19029,  60, 18,-1,NA,NA,NA
"1012",1340,Fairless Hills,19030, 162, 64,12,NA,NA,NA
"1013",1341,Flourtown,19031, 137, 52,-1,NA,NA,NA
"1014",1342,Folcroft,19032, 107, 62, 0,NA,NA,NA
"1015",1343,Folsom,19033, 107, 21, 0,NA,NA,NA
"1016",1344,Fort Washington,19034, 133, 37, 0,NA,NA,NA
"1017",1345,Gladwyne,19035, 101, 13, 0,NA,NA,NA
"1018",1346,Glenolden,19036, 185, 58, 0,NA,NA,NA
"1019",1347,Glenside,19038, 680,261, 0,NA,NA,NA
"1020",1348,Hatboro,19040, 405, 63, 0,NA,NA,NA
"1021",1349,Haverford,19041, 157, 44,-1,NA,NA,NA
"1022",1350,Holmes,19043,  42,  9, 0,NA,NA,NA
"1023",1351,Horsham,19044, 299, 51, 0,NA,NA,NA
"1024",1352,Jenkintown,19046, 375,114, 0,NA,NA,NA
"1025",1353,Langhorne,19047, 427,336, 8,NA,NA,NA
"1026",1354,Lansdowne,19050, 613,415, 0,NA,NA,NA
"1027",1355,Feasterville Trevose,19053, 415, 99, 5,NA,NA,NA
"1028",1356,Levittown,19054, 227, 88,10,NA,NA,NA
"1029",1357,Levittown,19055, 157, 77, 6,NA,NA,NA
"1030",1358,Levittown,19056, 186, 88, 5,NA,NA,NA
"1031",1359,Levittown,19057, 196, 72,-1,NA,NA,NA
"1032",1360,Garnet Valley,19060, 107, 29,-1,NA,NA,NA
"1033",1361,Marcus Hook,19061, 324, 78, 0,NA,NA,NA
"1034",1362,Media,19063, 646,391,-1,NA,NA,NA
"1035",1363,Springfield,19064, 361,128, 0,NA,NA,NA
"1036",1364,Merion Station,19066, 145, 52, 0,NA,NA,NA
"1037",1365,Morrisville,19067, 519,277,29,NA,NA,NA
"1038",1366,Morton,19070, 102, 27,-1,NA,NA,NA
"1039",1367,Narberth,19072, 242, 42, 0,NA,NA,NA
"1040",1368,Newtown Square,19073, 370, 95,-1,NA,NA,NA
"1041",1369,Norwood,19074,  81, 28, 0,NA,NA,NA
"1042",1370,Oreland,19075, 143, 32, 0,NA,NA,NA
"1043",1371,Prospect Park,19076,  98, 52,-1,NA,NA,NA
"1044",1372,Ridley Park,19078, 162, 51, 0,NA,NA,NA
"1045",1373,Sharon Hill,19079, 172, 97, 0,NA,NA,NA
"1046",1374,Swarthmore,19081, 145, 39, 0,NA,NA,NA
"1047",1375,Upper Darby,19082, 672,450, 5,NA,NA,NA
"1048",1376,Havertown,19083, 659,150,-1,NA,NA,NA
"1049",1377,Villanova,19085, 142, 14, 0,NA,NA,NA
"1050",1378,Wallingford,19086, 195,172,-1,NA,NA,NA
"1051",1379,Wayne,19087, 558, 92, 0,NA,NA,NA
"1052",1380,Willow Grove,19090, 439,143, 0,NA,NA,NA
"1053",1381,Woodlyn,19094,  54, 24,-1,NA,NA,NA
"1054",1382,Wyncote,19095, 216,159,-1,NA,NA,NA
"1055",1383,Wynnewood,19096, 311, 96, 0,NA,NA,NA
"1056",1384,Philadelphia,19102, 147, 36, 0,NA,NA,NA
"1057",1385,Philadelphia,19103, 421,150, 0,NA,NA,NA
"1058",1386,Philadelphia,19104, 649,197, 0,NA,NA,NA
"1059",1387,Philadelphia,19106, 230, 34, 0,NA,NA,NA
"1060",1388,Philadelphia,19107, 396,119, 0,NA,NA,NA
"1061",1389,Philadelphia,19111,1264,628,-1,NA,NA,NA
"1062",1390,Philadelphia,19112,  -1,  0, 0,NA,NA,NA
"1063",1391,Philadelphia,19113,  -1,  0, 0,NA,NA,NA
"1064",1392,Philadelphia,19114, 634,249,-1,NA,NA,NA
"1065",1393,Philadelphia,19115, 721,516, 0,NA,NA,NA
"1066",1394,Philadelphia,19116, 635,398, 0,NA,NA,NA
"1067",1395,Philadelphia,19118, 208,108, 0,NA,NA,NA
"1068",1396,Philadelphia,19119, 586,259, 0,NA,NA,NA
"1069",1397,Philadelphia,19120, 995,567,-1,NA,NA,NA
"1070",1398,Philadelphia,19121, 607,246, 0,NA,NA,NA
"1071",1399,Philadelphia,19122, 356,129, 0,NA,NA,NA
"1072",1400,Philadelphia,19123, 395,158, 0,NA,NA,NA
"1073",1401,Philadelphia,19124, 986,509, 0,NA,NA,NA
"1074",1402,Philadelphia,19125, 445,129, 0,NA,NA,NA
"1075",1403,Philadelphia,19126, 379,271, 0,NA,NA,NA
"1076",1404,Philadelphia,19127, 109, 18,-1,NA,NA,NA
"1077",1405,Philadelphia,19128, 682,255,-1,NA,NA,NA
"1078",1406,Philadelphia,19129, 239, 71, 0,NA,NA,NA
"1079",1407,Philadelphia,19130, 655,185, 0,NA,NA,NA
"1080",1408,Philadelphia,19131,1002,496, 0,NA,NA,NA
"1081",1409,Philadelphia,19132, 690,374, 0,NA,NA,NA
"1082",1410,Philadelphia,19133, 368,219, 0,NA,NA,NA
"1083",1411,Philadelphia,19134, 840,353, 0,NA,NA,NA
"1084",1412,Philadelphia,19135, 603,243, 0,NA,NA,NA
"1085",1413,Philadelphia,19136, 724,485, 0,NA,NA,NA
"1086",1414,Philadelphia,19137, 153, 25, 0,NA,NA,NA
"1087",1415,Philadelphia,19138, 677,283, 0,NA,NA,NA
"1088",1416,Philadelphia,19139, 838,461, 0,NA,NA,NA
"1089",1417,Philadelphia,19140, 873,438, 0,NA,NA,NA
"1090",1418,Philadelphia,19141, 561,222, 0,NA,NA,NA
"1091",1419,Philadelphia,19142, 494,323, 0,NA,NA,NA
"1092",1420,Philadelphia,19143,1322,496, 0,NA,NA,NA
"1093",1421,Philadelphia,19144, 827,400, 0,NA,NA,NA
"1094",1422,Philadelphia,19145, 991,332, 0,NA,NA,NA
"1095",1423,Philadelphia,19146, 913,263, 0,NA,NA,NA
"1096",1424,Philadelphia,19147, 727,183, 0,NA,NA,NA
"1097",1425,Philadelphia,19148, 956,347, 0,NA,NA,NA
"1098",1426,Philadelphia,19149, 772,412, 0,NA,NA,NA
"1099",1427,Philadelphia,19150, 605,289, 0,NA,NA,NA
"1100",1428,Philadelphia,19151, 703,349, 0,NA,NA,NA
"1101",1429,Philadelphia,19152, 622,328, 0,NA,NA,NA
"1102",1430,Philadelphia,19153, 233,110, 0,NA,NA,NA
"1103",1431,Philadelphia,19154, 746,252, 0,NA,NA,NA
"1104",1432,Paoli,19301, 129, 31, 0,NA,NA,NA
"1105",1433,Atglen,19310,  35,  5, 0,NA,NA,NA
"1106",1434,Avondale,19311,  36,  9, 0,NA,NA,NA
"1107",1435,Berwyn,19312, 174, 86,-1,NA,NA,NA
"1108",1436,Chadds Ford,19317, 103, 17, 0,NA,NA,NA
"1109",1437,Cheyney,19319,   6,  0, 0,NA,NA,NA
"1110",1438,Coatesville,19320, 552,150, 5,NA,NA,NA
"1111",1439,Cochranville,19330,  30,  9, 0,NA,NA,NA
"1112",1440,Devon,19333,  98, 16, 0,NA,NA,NA
"1113",1441,Downingtown,19335, 467,145,-1,NA,NA,NA
"1114",1442,Exton,19341, 211, 50,-1,NA,NA,NA
"1115",1443,Glen Mills,19342, 329, 84,-1,NA,NA,NA
"1116",1444,Glenmoore,19343,  77, 11,-1,NA,NA,NA
"1117",1445,Honey Brook,19344, 118, 22, 0,NA,NA,NA
"1118",1446,Immaculata,19345,   0,  0, 0,NA,NA,NA
"1119",1447,Kennett Square,19348, 133, 35, 0,NA,NA,NA
"1120",1448,Landenberg,19350,  51, 14, 0,NA,NA,NA
"1121",1449,Lincoln University,19352,  58,  9, 0,NA,NA,NA
"1122",1450,Malvern,19355, 431,108,-1,NA,NA,NA
"1123",1451,Nottingham,19362,  48, 10, 0,NA,NA,NA
"1124",1452,Oxford,19363, 124, 36,-1,NA,NA,NA
"1125",1453,Parkesburg,19365,  91, 19, 0,NA,NA,NA
"1126",1454,Thorndale,19372,  36, -1, 0,NA,NA,NA
"1127",1455,Thornton,19373,  29, 26,-1,NA,NA,NA
"1128",1456,Toughkenamon,19374,  -1,  5, 0,NA,NA,NA
"1129",1457,West Chester,19380, 546,202,-1,NA,NA,NA
"1130",1458,West Chester,19382, 520,214, 7,NA,NA,NA
"1131",1459,West Chester,19383,  -1, -1, 0,NA,NA,NA
"1132",1460,West Grove,19390,  81, 17, 0,NA,NA,NA
"1133",1461,Norristown,19401, 761,357,-1,NA,NA,NA
"1134",1462,Norristown,19403,1972,350, 0,NA,NA,NA
"1135",1463,Bridgeport,19405,  99, 14, 0,NA,NA,NA
"1136",1464,King of Prussia,19406, 431, 92, 0,NA,NA,NA
"1137",1465,Blue Bell,19422, 366, 81, 0,NA,NA,NA
"1138",1466,Chester Springs,19425, 143, 29,-1,NA,NA,NA
"1139",1467,Collegeville,19426, 521,135, 0,NA,NA,NA
"1140",1468,Conshohocken,19428, 351, 60, 0,NA,NA,NA
"1141",1469,Frederick,19435,  -1, -1, 0,NA,NA,NA
"1142",1470,Gwynedd,19436,   6, -1, 0,NA,NA,NA
"1143",1471,Harleysville,19438, 338,100,-1,NA,NA,NA
"1144",1472,Hatfield,19440, 311,121,-1,NA,NA,NA
"1145",1473,Lafayette Hill,19444, 246, 81, 0,NA,NA,NA
"1146",1474,Lansdale,19446, 920,264,-1,NA,NA,NA
"1147",1475,Mont Clare,19453,  19, -1, 0,NA,NA,NA
"1148",1476,North Wales,19454, 512,100, 0,NA,NA,NA
"1149",1477,Oaks,19456,   9, -1, 0,NA,NA,NA
"1150",1478,Phoenixville,19460, 615,148,-1,NA,NA,NA
"1151",1479,Plymouth Meeting,19462, 359, 86, 0,NA,NA,NA
"1152",1480,Pottstown,19464, 812,145, 0,NA,NA,NA
"1153",1481,Pottstown,19465, 212, 20, 0,NA,NA,NA
"1154",1482,Royersford,19468, 467,172, 0,NA,NA,NA
"1155",1483,Schwenksville,19473, 199, 29, 0,NA,NA,NA
"1156",1484,Spring City,19475, 152, 63,16,NA,NA,NA
"1157",1485,Spring House,19477,  14, 25, 0,NA,NA,NA
"1158",1486,Zieglerville,19492,   8, -1, 0,NA,NA,NA
"1159",1487,Adamstown,19501,  17, -1, 0,NA,NA,NA
"1160",1488,Bally,19503,  18, -1, 0,NA,NA,NA
"1161",1489,Barto,19504,  67,  9, 0,NA,NA,NA
"1162",1490,Bechtelsville,19505,  41, 11, 0,NA,NA,NA
"1163",1491,Bernville,19506, 101, 24,-1,NA,NA,NA
"1164",1492,Bethel,19507,  34,  6, 0,NA,NA,NA
"1165",1493,Birdsboro,19508, 176, 44,-1,NA,NA,NA
"1166",1494,Blandon,19510, 105, 23, 0,NA,NA,NA
"1167",1495,Boyertown,19512, 225, 29,-1,NA,NA,NA
"1168",1496,Douglassville,19518, 209, 44,-1,NA,NA,NA
"1169",1497,Elverson,19520,  55,  6, 0,NA,NA,NA
"1170",1498,Fleetwood,19522, 171, 32,-1,NA,NA,NA
"1171",1499,Gilbertsville,19525, 220, 37, 0,NA,NA,NA
"1172",1500,Hamburg,19526, 170, 29, 0,NA,NA,NA
"1173",1501,Kempton,19529,  35, -1, 0,NA,NA,NA
"1174",1502,Kutztown,19530, 135, 41, 0,NA,NA,NA
"1175",1503,Leesport,19533,  88, 36,-1,NA,NA,NA
"1176",1504,Lenhartsville,19534,  18, -1, 0,NA,NA,NA
"1177",1505,Mertztown,19539,  62,  8, 0,NA,NA,NA
"1178",1506,Mohnton,19540, 144, 15,-1,NA,NA,NA
"1179",1507,Mohrsville,19541,  45,  8, 0,NA,NA,NA
"1180",1508,Morgantown,19543,  66,  6,-1,NA,NA,NA
"1181",1509,Oley,19547,  50, 12, 0,NA,NA,NA
"1182",1510,Port Clinton,19549,  -1, -1, 0,NA,NA,NA
"1183",1511,Rehrersburg,19550,   7,  0, 0,NA,NA,NA
"1184",1512,Robesonia,19551,  61,  7, 0,NA,NA,NA
"1185",1513,Shoemakersville,19555,  48, -1, 0,NA,NA,NA
"1186",1514,Temple,19560, 126, 60,-1,NA,NA,NA
"1187",1515,Topton,19562,  59, 21,-1,NA,NA,NA
"1188",1516,Wernersville,19565, 109, 39,-1,NA,NA,NA
"1189",1517,Womelsdorf,19567,  61, 32, 0,NA,NA,NA
"1190",1518,Reading,19601, 670,559,22,NA,NA,NA
"1191",1519,Reading,19602, 356,239,-1,NA,NA,NA
"1192",1520,Reading,19604, 479,494,15,NA,NA,NA
"1193",1521,Reading,19605, 313,152,-1,NA,NA,NA
"1194",1522,Reading,19606, 476,179,-1,NA,NA,NA
"1195",1523,Reading,19607, 338, 82,-1,NA,NA,NA
"1196",1524,Reading,19608, 286,241,-1,NA,NA,NA
"1197",1525,Reading,19609, 122, 43, 0,NA,NA,NA
"1198",1526,Reading,19610, 279, 81,-1,NA,NA,NA
"1199",1527,Reading,19611, 212,227,-1,NA,NA,NA
"1200",1555,Aliquippa,15001, 271, 36,-1,NA,NA,NA
"1201",1556,Ambridge,15003, 103, 10,-1,NA,NA,NA
"1202",1557,Atlasburg,15004,   0, -1, 0,NA,NA,NA
"1203",1558,Baden,15005,  82,  9,-1,NA,NA,NA
"1204",1559,Bakerstown,15007,  12,  0, 0,NA,NA,NA
"1205",1560,Beaver,15009, 189,301, 0,NA,NA,NA
"1206",1561,Beaver Falls,15010, 219, 27,-1,NA,NA,NA
"1207",1562,Belle Vernon,15012, 129,  6, 0,NA,NA,NA
"1208",1563,Brackenridge,15014,  59,  5,-1,NA,NA,NA
"1209",1564,Bradfordwoods,15015,   7, -1, 0,NA,NA,NA
"1210",1565,Bridgeville,15017, 110,  6,-1,NA,NA,NA
"1211",1566,Buena Vista,15018,  11,  0, 0,NA,NA,NA
"1212",1567,Bulger,15019,  12, -1, 0,NA,NA,NA
"1213",1568,Burgettstown,15021,  53,  0, 0,NA,NA,NA
"1214",1569,Charleroi,15022, 115, 20,-1,NA,NA,NA
"1215",1570,Cheswick,15024, 187,  7, 0,NA,NA,NA
"1216",1571,Clairton,15025, 320, 22, 0,NA,NA,NA
"1217",1572,Clinton,15026,  19, -1, 0,NA,NA,NA
"1218",1573,Conway,15027,  21, -1, 0,NA,NA,NA
"1219",1574,Creighton,15030,  18,  0, 0,NA,NA,NA
"1220",1575,Cuddy,15031,  -1,  0, 0,NA,NA,NA
"1221",1576,Curtisville,15032,  -1,  0, 0,NA,NA,NA
"1222",1577,Donora,15033,  54, -1,-1,NA,NA,NA
"1223",1578,Dravosburg,15034,  18,  0, 0,NA,NA,NA
"1224",1579,East Mc Keesport,15035,  37, -1,-1,NA,NA,NA
"1225",1580,Elizabeth,15037, 137, -1, 0,NA,NA,NA
"1226",1581,Freedom,15042,  50,  5, 0,NA,NA,NA
"1227",1582,Georgetown,15043,  15, -1, 0,NA,NA,NA
"1228",1583,Gibsonia,15044, 319, 90,-1,NA,NA,NA
"1229",1584,Glassport,15045,  69, -1, 0,NA,NA,NA
"1230",1585,Crescent,15046,  18, -1, 0,NA,NA,NA
"1231",1586,Harwick,15049,  15,  0, 0,NA,NA,NA
"1232",1587,Hookstown,15050,  16,  5, 0,NA,NA,NA
"1233",1588,Indianola,15051,   6,  0, 0,NA,NA,NA
"1234",1589,Industry,15052,  28, -1, 0,NA,NA,NA
"1235",1590,Joffre,15053,  -1,  0, 0,NA,NA,NA
"1236",1591,Langeloth,15054,  -1,  0, 0,NA,NA,NA
"1237",1592,Lawrence,15055,  11,  0, 0,NA,NA,NA
"1238",1593,Leetsdale,15056,  10,  0, 0,NA,NA,NA
"1239",1594,Mc Donald,15057,  93, -1, 0,NA,NA,NA
"1240",1595,Midland,15059,  28, -1, 0,NA,NA,NA
"1241",1596,Midway,15060,   8,  0, 0,NA,NA,NA
"1242",1597,Monaca,15061,  94, 13,-1,NA,NA,NA
"1243",1598,Monessen,15062,  84,  6, 0,NA,NA,NA
"1244",1599,Monongahela,15063, 153,  8, 0,NA,NA,NA
"1245",1600,Morgan,15064,   5,  0, 0,NA,NA,NA
"1246",1601,Natrona Heights,15065, 185, 16, 0,NA,NA,NA
"1247",1602,New Brighton,15066,  85,  5, 0,NA,NA,NA
"1248",1603,New Eagle,15067,  25,  0, 0,NA,NA,NA
"1249",1604,New Kensington,15068, 530, 46, 0,NA,NA,NA
"1250",1605,Oakdale,15071,  89,  6, 0,NA,NA,NA
"1251",1606,Rochester,15074,  84, 14, 0,NA,NA,NA
"1252",1607,Russellton,15076,  19,  0, 0,NA,NA,NA
"1253",1608,Shippingport,15077,  -1,  0, 0,NA,NA,NA
"1254",1609,Slovan,15078,  -1,  0, 0,NA,NA,NA
"1255",1610,Sturgeon,15082,  -1,  0, 0,NA,NA,NA
"1256",1611,Sutersville,15083,   7, -1, 0,NA,NA,NA
"1257",1612,Tarentum,15084, 168,  5,-1,NA,NA,NA
"1258",1613,Trafford,15085,  83, -1, 0,NA,NA,NA
"1259",1614,Warrendale,15086,  -1,  0, 0,NA,NA,NA
"1260",1615,West Newton,15089,  61, -1, 0,NA,NA,NA
"1261",1616,Wexford,15090, 290, 35,-1,NA,NA,NA
"1262",1617,Allison Park,15101, 252, 24, 0,NA,NA,NA
"1263",1618,Bethel Park,15102, 257, 18,-1,NA,NA,NA
"1264",1619,Braddock,15104, 113,  7, 0,NA,NA,NA
"1265",1620,Carnegie,15106, 161, 13,-1,NA,NA,NA
"1266",1621,Coraopolis,15108, 346, 70,18,NA,NA,NA
"1267",1622,Duquesne,15110,  51,  8, 0,NA,NA,NA
"1268",1623,East Pittsburgh,15112,  57, -1, 0,NA,NA,NA
"1269",1624,Glenshaw,15116, 122,  8, 0,NA,NA,NA
"1270",1625,Homestead,15120, 229, 25,-1,NA,NA,NA
"1271",1626,West Mifflin,15122, 279, 22, 0,NA,NA,NA
"1272",1627,Imperial,15126,  52,  7,-1,NA,NA,NA
